EmployeeID,Age,PastEmployee,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1053,37,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,3,3,Sales Executive,4,Single,7428,2,No,12,3,0,12,3,3,5,3,1,3
1054,36,No,Travel_Frequently,Sales,11,2,Technical Degree,2,Female,3,3,Sales Executive,4,Married,9738,0,No,14,3,1,10,6,3,9,7,2,8
1055,43,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,3,4,Manager,4,Married,16959,1,Yes,12,3,2,25,3,4,25,12,4,12
1056,33,No,Non-Travel,Sales,22,2,Marketing,3,Male,3,2,Sales Executive,2,Married,6146,0,No,13,3,1,8,2,4,7,7,0,7
1057,31,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,1,2,Sales Executive,3,Married,6172,4,Yes,18,3,0,12,3,2,7,7,7,7
1058,19,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,3,1,Sales Representative,3,Single,1675,1,Yes,19,3,0,0,2,2,0,0,0,0
1059,50,No,Travel_Frequently,Sales,12,3,Marketing,3,Female,3,3,Sales Executive,4,Single,9208,4,No,11,3,0,16,3,3,2,2,2,1
1060,31,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,1,4,2,3,2,2,2,2
1061,41,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Male,3,3,Sales Executive,3,Divorced,8189,3,Yes,13,3,1,12,2,3,9,7,0,7
1062,39,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,2,2,Sales Executive,3,Married,5902,4,No,14,3,1,17,1,4,15,11,5,9
1063,25,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Male,2,2,Sales Executive,3,Married,8639,2,No,18,3,0,6,3,3,2,2,2,2
1064,32,No,Travel_Frequently,Sales,9,2,Medical,4,Male,1,2,Sales Executive,4,Divorced,4668,0,No,17,3,3,9,2,4,8,7,0,7
1065,35,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,7295,1,No,13,3,2,10,3,3,10,8,0,6
1066,53,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2306,2,Yes,20,4,1,13,3,1,7,7,4,5
1067,32,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Executive,4,Single,8998,1,No,14,3,0,9,2,3,9,8,3,7
1068,40,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,7,No,11,3,1,15,2,2,12,11,2,11
1069,34,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,3,1,Sales Representative,3,Married,2231,6,No,18,3,1,6,3,3,4,3,1,2
1070,30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,1,12,2,3,10,9,7,4
1071,38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,0,12,2,4,8,3,0,7
1072,19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,0,1,5,4,0,0,0,0
1073,45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,5006,4,Yes,11,3,1,9,3,4,5,4,0,3
1074,46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,10453,1,No,25,4,3,24,2,3,24,13,15,7
1075,41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,2,4,3,0,2
1076,29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,1,No,22,4,3,10,3,2,10,4,1,9
1077,32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,No,11,3,0,14,2,2,14,8,9,8
1078,27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,1,No,14,3,0,7,2,3,7,7,0,7
1079,41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,3,Yes,18,3,0,16,3,3,1,0,0,0
1080,30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,5,No,15,3,0,9,5,2,6,3,0,1
1081,45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,6,No,12,3,0,23,2,3,19,7,12,8
1082,54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,2,No,14,3,1,16,4,3,6,2,0,5
1083,38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,0,No,12,3,2,17,6,2,16,10,5,13
1084,37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,4,No,17,3,1,13,2,3,9,8,5,8
1085,29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,1,No,14,3,1,11,5,3,11,10,4,1
1086,35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,1,No,14,3,0,10,3,4,10,7,0,8
1087,50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,3,No,11,3,1,32,3,2,7,0,0,6
1088,43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,5,Yes,22,4,1,22,3,3,17,13,1,9
1089,52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,1,Yes,18,3,0,33,2,4,33,7,15,12
1090,32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,6,5,3,4,3,1,2
1091,32,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,0,4,2,3,3,2,2,2
1092,29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,1,10,2,3,3,2,0,2
1093,38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,3,No,18,3,1,13,0,3,8,7,7,5
1094,46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,3,Yes,12,3,1,28,2,2,7,7,7,7
1095,29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,6644,2,No,19,3,2,10,2,3,0,0,0,0
1096,37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,4,No,14,3,1,7,5,4,5,4,0,1
1097,38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,1,Yes,24,4,1,8,3,3,8,0,7,7
1098,42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,1,No,25,4,0,20,3,3,20,16,11,6
1099,29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,1,No,18,3,0,10,3,2,10,7,0,9
1100,31,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,1,2,5,2,2,2,2,2
1101,26,Yes,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,1,Yes,12,3,0,8,0,3,8,7,7,4
1102,42,No,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,1,23,2,4,20,4,4,8
1103,35,No,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,2,12,3,2,11,9,6,9
1104,41,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,No,19,3,0,22,2,3,22,10,0,4
1105,18,No,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,0,0,2,3,0,0,0,0
1106,31,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,4,No,11,3,1,10,3,2,8,7,7,7
1107,32,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,No,14,3,1,13,3,2,13,8,4,8
1108,32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,1,Yes,11,3,0,13,2,3,13,12,11,9
1109,27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,1,Yes,11,3,0,5,3,3,5,4,0,4
1110,31,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,4,No,12,3,3,13,3,3,7,7,1,7
1111,39,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,0,12,3,2,1,0,0,0
1112,33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,3,No,14,3,0,9,6,2,7,7,0,1
1113,27,No,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,0,Yes,13,3,1,6,0,3,5,4,1,4
1114,40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Executive,4,Married,7457,2,Yes,22,4,3,6,2,2,4,3,0,2
1115,30,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,10,2,3,10,9,1,2
1116,27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,1,No,18,3,1,8,3,3,8,7,0,7
1117,29,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,2,7,2,3,7,7,1,7
1118,47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,3,No,19,3,0,5,3,3,0,0,0,0
1119,29,No,Non-Travel,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,1,No,14,3,1,4,3,2,4,3,0,2
1120,48,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,3,Manager,3,Married,12504,3,No,21,4,1,15,3,1,0,0,0,0
1121,30,No,Non-Travel,Sales,25,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,1,4,2,4,2,2,2,2
1122,26,No,Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,1,No,17,3,1,8,3,3,8,7,7,7
1123,21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,3,3,2,1,2
1124,36,No,Non-Travel,Sales,1,5,Medical,4,Female,3,2,Sales Executive,4,Single,6653,4,No,15,3,0,7,6,3,1,0,0,0
1125,36,No,Travel_Frequently,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,No,11,3,1,16,2,3,13,9,1,12
1126,21,No,Non-Travel,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,1,No,24,4,0,3,3,2,3,2,2,2
1127,33,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,0,1,2,3,1,0,0,0
1128,41,Yes,Travel_Frequently,Sales,4,3,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,1,No,18,3,0,8,5,3,8,7,7,7
1129,40,Yes,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,2,Yes,12,3,2,8,6,3,6,4,1,0
1130,21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,1,No,15,3,0,1,0,3,1,0,0,0
1131,28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,1,No,16,3,0,7,1,3,7,5,0,7
1132,51,No,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,4,No,11,3,1,18,2,2,7,7,0,7
1133,34,Yes,Non-Travel,Sales,19,3,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,8,Yes,13,3,0,9,3,2,5,2,0,4
1134,24,No,Travel_Rarely,Sales,10,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,1,Yes,12,3,1,5,2,4,5,2,0,3
1135,30,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,1,No,18,3,1,1,3,3,1,0,0,0
1136,36,No,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,1,No,13,3,2,10,2,3,10,9,9,0
1137,40,No,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,7,No,12,3,2,8,5,3,5,4,1,3
1138,34,No,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,9,No,15,3,1,6,3,3,3,2,1,2
1139,25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,1,Yes,11,3,0,5,3,3,5,4,1,3
1140,56,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,9,No,11,3,3,36,0,2,7,7,7,7
1141,30,No,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,0,No,11,3,0,6,6,3,5,4,4,4
1142,41,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,1,No,16,3,1,10,2,3,10,7,0,7
1143,24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,1,Yes,16,3,0,6,4,3,5,3,1,4
1144,34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,No,16,3,1,3,3,2,2,2,1,0
1145,40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,Married,18041,0,No,14,3,0,21,2,3,20,15,1,12
1146,30,No,Non-Travel,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,Married,8412,0,No,11,3,0,10,3,3,9,8,7,8
1147,57,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,4,Manager,4,Divorced,14118,3,No,12,3,1,32,3,2,1,0,0,0
1148,60,No,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,4,No,19,3,0,22,5,4,18,13,13,11
1149,46,No,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,1,15,3,3,3,2,1,2
1150,30,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,0,4,3,3,3,2,1,2
1151,36,No,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,1,No,14,3,0,10,3,2,10,3,9,7
1152,48,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,3,1,14,2,3,9,7,6,7
1153,55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,0,37,2,3,10,9,7,7
1154,41,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,7,No,14,3,0,16,3,3,14,3,1,10
1155,35,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,0,15,2,3,11,9,6,9
1156,31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,0,10,2,4,6,5,0,5
1157,45,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,0,No,19,3,1,9,3,4,8,7,3,7
1158,31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,9,No,21,4,1,10,3,2,5,4,0,1
1159,18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,1,Yes,14,3,0,0,3,3,0,0,0,0
1160,40,No,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,3,No,15,3,1,20,2,3,1,0,0,1
1161,26,No,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,5,No,12,3,2,8,5,3,0,0,0,0
1162,35,No,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,3,0,5,3,3,5,4,0,3
1163,34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,1,No,12,3,0,10,3,3,10,7,5,7
1164,41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,7,No,16,3,1,22,2,3,18,16,11,8
1165,37,No,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,1,No,13,3,1,9,6,3,9,5,7,7
1166,32,Yes,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,8,No,12,3,0,6,2,3,4,2,1,2
1167,24,No,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,2,3,3,3,2,2,2,1
1168,26,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,1,No,20,4,2,6,5,4,5,3,1,4
1169,25,No,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,0,7,1,3,7,4,0,6
1170,30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,1,No,18,3,1,1,2,4,1,0,0,0
1171,31,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,2,No,17,3,0,9,2,1,3,1,1,2
1172,31,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,4,No,22,4,2,13,4,4,7,7,5,7
1173,37,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,1,17,3,2,3,0,1,0
1174,34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,1,Yes,18,3,2,8,3,3,8,2,0,6
1175,27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,3,1,5,3,3,4,3,0,2
1176,21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,0,3,2,3,3,2,1,2
1177,33,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,0,No,12,3,0,6,3,3,5,0,1,2
1178,53,No,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7,No,20,4,0,18,2,4,14,7,8,10
1179,45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,2,No,14,3,2,5,4,3,1,1,0,0
1180,29,No,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,1,No,14,3,1,6,5,2,6,0,1,2
1181,25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,1,4,4,3,3,2,1,2
1182,38,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,0,No,20,4,0,8,2,3,7,7,0,5
1183,48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,0,12,3,3,2,2,2,2
1184,27,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,6,3,3,6,5,0,4
1185,24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,9,No,14,3,0,4,3,3,2,2,2,0
1186,32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,1,No,12,3,0,10,2,2,10,7,0,8
1187,50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,3,Yes,14,3,1,18,4,3,4,3,1,3
1188,47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,2,No,12,3,0,20,2,3,7,7,1,7
1189,40,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,5,Yes,21,4,1,20,2,3,18,13,1,12
1190,60,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,0,10,1,3,2,2,2,2
1191,50,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,1,4,2,3,2,2,2,2
1192,47,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,9,Yes,12,3,2,28,2,2,22,2,11,13
1193,30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,4,1,10,2,2,8,7,7,7
1194,29,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,1,No,11,3,0,1,6,3,1,0,0,0
1195,43,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,1,7,5,3,2,2,2,2
1196,29,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,2,2,2,3,2,2,2,2
1197,52,No,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,16856,1,No,11,3,0,34,3,4,34,6,1,16
1198,25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,1,No,23,4,0,6,5,2,6,5,1,4
1199,45,No,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,0,No,13,3,0,9,3,3,8,7,3,1
1200,47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,4,Yes,12,3,0,8,2,3,5,4,1,3
1201,34,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,1,No,22,4,0,6,5,3,6,5,1,4
1202,36,No,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,1,No,15,3,0,10,1,3,10,7,0,9
1203,26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,6,No,17,3,0,6,2,2,4,3,1,2
1204,27,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,1,5,3,3,4,2,1,1
1205,35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,1,3,1,2,3,2,0,2
1206,34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,1,6,1,3,3,2,1,2
1207,33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,5,No,15,3,0,6,3,3,3,2,0,2
1208,49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,1,No,18,3,2,9,3,4,9,8,7,7
1209,55,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,4,No,16,3,0,12,3,2,9,7,7,3
1210,28,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,1,Yes,20,4,0,8,2,3,8,7,7,5
1211,51,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,16307,2,No,14,3,1,29,2,2,20,6,4,17
1212,33,No,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,1,No,22,4,1,9,5,3,9,8,0,8
1213,36,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,1,Yes,14,3,1,18,1,2,18,14,4,11
1214,32,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,2,No,11,3,1,8,3,2,5,2,0,3
1215,53,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,7,Yes,18,3,1,35,3,3,5,2,0,4
1216,45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,4,Yes,12,3,1,18,2,3,5,4,0,2
1217,37,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,4,No,19,3,2,9,2,3,1,0,0,0
1218,25,No,Travel_Rarely,Sales,3,1,Other,3,Male,3,2,Sales Executive,1,Married,4194,1,Yes,18,3,0,5,3,3,5,3,0,3
1219,25,No,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,4256,1,No,12,3,0,5,1,4,5,2,0,3
1220,32,No,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,1,No,14,3,1,10,3,3,10,8,5,3
1221,38,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,0,No,19,3,1,3,3,3,2,2,1,2
1222,29,Yes,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,5,3,3,3,2,0,2
1223,53,No,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,11836,5,No,14,3,1,28,3,3,2,0,2,2
1224,37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,5,No,15,3,1,10,3,3,5,4,0,0
1225,47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,4537,0,Yes,22,4,1,8,2,3,7,6,7,7
1226,37,No,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,1,Yes,13,3,0,10,2,3,10,0,0,9
1227,28,No,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,0,4,3,3,4,2,0,2
1228,20,Yes,Travel_Rarely,Sales,2,3,Medical,3,Female,2,1,Sales Representative,3,Single,2044,1,No,13,3,0,2,3,2,2,2,0,2
